Date,Equity
2021-07-13,0.0597253682873379
2021-07-14,0.0597253682873379
2021-07-15,0.0597253682873379
2021-07-16,0.0597253682873379
2021-07-19,0.0597253682873379
2021-07-20,0.0597253682873379
2021-07-21,0.0597253682873379
2021-07-22,0.0597253682873379
2021-07-23,0.0597253682873379
2021-07-26,0.0597253682873379
2021-07-27,0.0597253682873379
2021-07-28,0.0597253682873379
2021-07-29,0.0597253682873379
2021-07-30,0.0597253682873379
2021-08-02,0.0597253682873379
2021-08-03,0.0597253682873379
2021-08-04,0.0597253682873379
2021-08-05,0.0597253682873379
2021-08-06,0.0597253682873379
2021-08-09,0.0597253682873379
2021-08-10,0.0597253682873379
2021-08-11,0.0597253682873379
2021-08-12,0.0597253682873379
2021-08-13,0.0597253682873379
2021-08-16,0.0597253682873379
2021-08-17,0.0597253682873379
2021-08-18,0.0597253682873379
2021-08-19,0.0597253682873379
2021-08-20,0.0597253682873379
2021-08-23,0.0597253682873379
2021-08-24,0.0597253682873379
2021-08-25,0.0597253682873379
2021-08-26,0.0597253682873379
2021-08-27,0.0597253682873379
2021-08-30,0.0597253682873379
2021-08-31,0.0597253682873379
2021-09-01,0.0597253682873379
2021-09-02,0.0597253682873379
2021-09-03,0.0597253682873379
2021-09-07,0.0597253682873379
2021-09-08,0.0597253682873379
2021-09-09,0.0597253682873379
2021-09-10,0.0597253682873379
2021-09-13,0.0597253682873379
2021-09-14,0.0597253682873379
2021-09-15,0.0597253682873379
2021-09-16,0.0597253682873379
2021-09-17,0.0597253682873379
2021-09-20,0.0597253682873379
2021-09-21,0.0597253682873379
2021-09-22,0.0597253682873379
2021-09-23,0.0597253682873379
2021-09-24,0.0597253682873379
2021-09-27,0.0597253682873379
2021-09-28,0.0597253682873379
2021-09-29,0.0597253682873379
2021-09-30,0.0597253682873379
2021-10-01,0.0648785125877666
2021-10-04,0.048995846985815494
2021-10-05,0.056563926003747995
2021-10-06,0.061077911538788894
2021-10-07,0.0660184653177513
2021-10-08,0.0621180242851431
2021-10-11,0.0631117647555028
2021-10-12,0.0630746175460558
2021-10-13,0.0697359211592533
2021-10-14,0.0784909728085411
2021-10-15,0.0790180050318242
2021-10-18,0.0867502322319651
2021-10-19,0.0867502322319651
2021-10-20,0.0867502322319651
2021-10-21,0.0867502322319651
2021-10-22,0.0867502322319651
2021-10-25,0.0867502322319651
2021-10-26,0.0867502322319651
2021-10-27,0.0867502322319651
2021-10-28,0.0867502322319651
2021-10-29,0.0867502322319651
2021-11-01,0.0867502322319651
2021-11-02,0.0867502322319651
2021-11-03,0.0867502322319651
2021-11-04,0.0867502322319651
2021-11-05,0.0867502322319651
2021-11-08,0.0867502322319651
2021-11-09,0.0867502322319651
2021-11-10,0.0867502322319651
2021-11-11,0.0867502322319651
2021-11-12,0.0867502322319651
2021-11-15,0.0867502322319651
2021-11-16,0.0867502322319651
2021-11-17,0.0867502322319651
2021-11-18,0.0867502322319651
2021-11-19,0.0867502322319651
2021-11-22,0.0867502322319651
2021-11-23,0.0867502322319651
2021-11-24,0.0867502322319651
2021-11-26,0.0867502322319651
2021-11-29,0.0867502322319651
2021-11-30,0.0867502322319651
2021-12-01,0.0867502322319651
2021-12-02,0.0867502322319651
2021-12-03,0.0867502322319651
2021-12-06,0.0867502322319651
2021-12-07,0.0867502322319651
2021-12-08,0.0867502322319651
2021-12-09,0.0867502322319651
2021-12-10,0.0867502322319651
2021-12-13,0.0867502322319651
2021-12-14,0.0867502322319651
2021-12-15,0.0867502322319651
2021-12-16,0.0867502322319651
2021-12-17,0.0867502322319651
2021-12-20,0.0867502322319651
2021-12-21,0.0867502322319651
2021-12-22,0.0867502322319651
2021-12-23,0.0867502322319651
2021-12-27,0.0867502322319651
2021-12-28,0.0867502322319651
2021-12-29,0.0867502322319651
2021-12-30,0.0867502322319651
2021-12-31,0.0867502322319651
2022-01-03,0.0867502322319651
2022-01-04,0.0867502322319651
2022-01-05,0.0867502322319651
2022-01-06,0.0867502322319651
2022-01-07,0.079756423362213
2022-01-10,0.0841185348289455
2022-01-11,0.09105514219441951
2022-01-12,0.09317912066105241
2022-01-13,0.0740001294879356
2022-01-14,0.08454740991590941
2022-01-18,0.0728250790641812
2022-01-19,0.0680932415790878
2022-01-20,0.066051968193309
2022-01-21,0.061334454768615494
2022-01-24,0.06747319241855519
2022-01-25,0.051424091476742595
2022-01-26,0.0600598604659144
2022-01-27,0.0572187041877743
2022-01-28,0.0847701186648593
2022-01-31,0.1034334395761998
2022-02-01,0.1020259734951488
2022-02-02,0.0993137398298965
2022-02-03,0.0855685932760553
2022-02-04,0.0907032994127748
2022-02-07,0.0892819820245823
2022-02-08,0.0975530812351968
2022-02-09,0.11236944018703081
2022-02-10,0.11236944018703081
2022-02-11,0.11236944018703081
2022-02-14,0.11236944018703081
2022-02-15,0.11236944018703081
2022-02-16,0.11236944018703081
2022-02-17,0.11236944018703081
2022-02-18,0.11236944018703081
2022-02-22,0.11236944018703081
2022-02-23,0.11236944018703081
2022-02-24,0.11236944018703081
2022-02-25,0.11236944018703081
2022-02-28,0.11236944018703081
2022-03-01,0.11236944018703081
2022-03-02,0.11236944018703081
2022-03-03,0.11236944018703081
2022-03-04,0.11236944018703081
2022-03-07,0.11236944018703081
2022-03-08,0.11236944018703081
2022-03-09,0.11236944018703081
2022-03-10,0.11236944018703081
2022-03-11,0.11236944018703081
2022-03-14,0.11236944018703081
2022-03-15,0.1329572002314506
2022-03-16,0.1560568720128535
2022-03-17,0.1579520942318518
2022-03-18,0.175309558825747
2022-03-21,0.175309558825747
2022-03-22,0.175309558825747
2022-03-23,0.175309558825747
2022-03-24,0.175309558825747
2022-03-25,0.175309558825747
2022-03-28,0.175309558825747
2022-03-29,0.175309558825747
2022-03-30,0.175309558825747
2022-03-31,0.175309558825747
2022-04-01,0.175309558825747
2022-04-04,0.175309558825747
2022-04-05,0.175309558825747
2022-04-06,0.175309558825747
2022-04-07,0.175309558825747
2022-04-08,0.175309558825747
2022-04-11,0.175309558825747
2022-04-12,0.175309558825747
2022-04-13,0.175309558825747
2022-04-14,0.175309558825747
2022-04-18,0.175309558825747
2022-04-19,0.175309558825747
2022-04-20,0.175309558825747
2022-04-21,0.175309558825747
2022-04-22,0.175309558825747
2022-04-25,0.175309558825747
2022-04-26,0.175309558825747
2022-04-27,0.175309558825747
2022-04-28,0.175309558825747
2022-04-29,0.175309558825747
2022-05-02,0.175309558825747
2022-05-03,0.175309558825747
2022-05-04,0.175309558825747
2022-05-05,0.175309558825747
2022-05-06,0.175309558825747
2022-05-09,0.175309558825747
2022-05-10,0.175309558825747
2022-05-11,0.175309558825747
2022-05-12,0.175309558825747
2022-05-13,0.175309558825747
2022-05-16,0.175309558825747
2022-05-17,0.175309558825747
2022-05-18,0.175309558825747
2022-05-19,0.175309558825747
2022-05-20,0.175309558825747
2022-05-23,0.175309558825747
2022-05-24,0.175309558825747
2022-05-25,0.175309558825747
2022-05-26,0.175309558825747
2022-05-27,0.175309558825747
2022-05-31,0.175309558825747
2022-06-01,0.175309558825747
2022-06-02,0.175309558825747
2022-06-03,0.175309558825747
2022-06-06,0.175309558825747
2022-06-07,0.175309558825747
2022-06-08,0.175309558825747
2022-06-09,0.175309558825747
2022-06-10,0.175309558825747
2022-06-13,0.175309558825747
2022-06-14,0.175309558825747
2022-06-15,0.175309558825747
2022-06-16,0.175309558825747
2022-06-17,0.175309558825747
2022-06-21,0.175309558825747
2022-06-22,0.175309558825747
2022-06-23,0.175309558825747
2022-06-24,0.175309558825747
2022-06-27,0.175309558825747
2022-06-28,0.175309558825747
2022-06-29,0.175309558825747
2022-06-30,0.175309558825747
2022-07-01,0.175309558825747
2022-07-05,0.175309558825747
2022-07-06,0.175309558825747
2022-07-07,0.175309558825747
2022-07-08,0.175309558825747
2022-07-11,0.175309558825747
2022-07-12,0.175309558825747
2022-07-13,0.175309558825747
2022-07-14,0.175309558825747
2022-07-15,0.175309558825747
2022-07-18,0.175309558825747
2022-07-19,0.175309558825747
2022-07-20,0.175309558825747
2022-07-21,0.1687728105257301
2022-07-22,0.1800939492651126
2022-07-25,0.1894966767827465
2022-07-26,0.2010556160484648
2022-07-27,0.1750278560005388
2022-07-28,0.1712174289990179
2022-07-29,0.16721739359616722
2022-08-01,0.16749151821221753
2022-08-02,0.16874548109787463
2022-08-03,0.15079241438595212
2022-08-04,0.14800347574712522
2022-08-05,0.1501738438497922
2022-08-08,0.15953202413117382
2022-08-09,0.17171385647190102
2022-08-10,0.1569980218071692
2022-08-11,0.16589035295188562
2022-08-12,0.15847591924203341
2022-08-15,0.15715097752682342
2022-08-16,0.1649396681252975
2022-08-17,0.1690487279346018
2022-08-18,0.1668634660213351
2022-08-19,0.17837271417641598
2022-08-22,0.19177731293961747
2022-08-23,0.19270682307235168
2022-08-24,0.19400644528829597
2022-08-25,0.18631705627240858
2022-08-26,0.20467909932362377
2022-08-29,0.20467909932362377
2022-08-30,0.20467909932362377
2022-08-31,0.20467909932362377
2022-09-01,0.20467909932362377
2022-09-02,0.20467909932362377
2022-09-06,0.20467909932362377
2022-09-07,0.20467909932362377
2022-09-08,0.20467909932362377
2022-09-09,0.20467909932362377
2022-09-12,0.20467909932362377
2022-09-13,0.20467909932362377
2022-09-14,0.20467909932362377
2022-09-15,0.20467909932362377
2022-09-16,0.20467909932362377
2022-09-19,0.20467909932362377
2022-09-20,0.20467909932362377
2022-09-21,0.20467909932362377
2022-09-22,0.20467909932362377
2022-09-23,0.20467909932362377
2022-09-26,0.20467909932362377
2022-09-27,0.20467909932362377
2022-09-28,0.20467909932362377
2022-09-29,0.20467909932362377
2022-09-30,0.20467909932362377
2022-10-03,0.20467909932362377
2022-10-04,0.20467909932362377
2022-10-05,0.20467909932362377
2022-10-06,0.20467909932362377
2022-10-07,0.20467909932362377
2022-10-10,0.20467909932362377
2022-10-11,0.20467909932362377
2022-10-12,0.20467909932362377
2022-10-13,0.20467909932362377
2022-10-14,0.20467909932362377
2022-10-17,0.20467909932362377
2022-10-18,0.20467909932362377
2022-10-19,0.20467909932362377
2022-10-20,0.20467909932362377
2022-10-21,0.20467909932362377
2022-10-24,0.20467909932362377
2022-10-25,0.20467909932362377
2022-10-26,0.20467909932362377
2022-10-27,0.20467909932362377
2022-10-28,0.20467909932362377
2022-10-31,0.20467909932362377
2022-11-01,0.20467909932362377
2022-11-02,0.20467909932362377
2022-11-03,0.20467909932362377
2022-11-04,0.20467909932362377
2022-11-07,0.20467909932362377
2022-11-08,0.20467909932362377
2022-11-09,0.20467909932362377
2022-11-10,0.20467909932362377
2022-11-11,0.20467909932362377
2022-11-14,0.20467909932362377
2022-11-15,0.19599237998075117
2022-11-16,0.21031189654464366
2022-11-17,0.20792813792775616
2022-11-18,0.21141769628997087
2022-11-21,0.22227875513017836
2022-11-22,0.21384597568369576
2022-11-23,0.20685461637328867
2022-11-25,0.21467337702508918
2022-11-28,0.22502572899555107
2022-11-29,0.23420167423950708
2022-11-30,0.20549645646861117
2022-12-01,0.20123563680209947
2022-12-02,0.20750773350655216
2022-12-05,0.21343055788328416
2022-12-06,0.22605634989885126
2022-12-07,0.22930309072136937
2022-12-08,0.21552262178580617
2022-12-09,0.21570880909842408
2022-12-12,0.20299565217202786
2022-12-13,0.19685981997652377
2022-12-14,0.20078967925532817
2022-12-15,0.22362892298031367
2022-12-16,0.22732136581093637
2022-12-19,0.23631184538498487
2022-12-20,0.23631184538498487
2022-12-21,0.23631184538498487
2022-12-22,0.23631184538498487
2022-12-23,0.23631184538498487
2022-12-27,0.23631184538498487
2022-12-28,0.23631184538498487
2022-12-29,0.23631184538498487
2022-12-30,0.23631184538498487
2023-01-03,0.23631184538498487
2023-01-04,0.23631184538498487
2023-01-05,0.23631184538498487
2023-01-06,0.23631184538498487
2023-01-09,0.23631184538498487
2023-01-10,0.23631184538498487
2023-01-11,0.23631184538498487
2023-01-12,0.23631184538498487
2023-01-13,0.23631184538498487
2023-01-17,0.23631184538498487
2023-01-18,0.23631184538498487
2023-01-19,0.23631184538498487
2023-01-20,0.23631184538498487
2023-01-23,0.23631184538498487
2023-01-24,0.23631184538498487
2023-01-25,0.23631184538498487
2023-01-26,0.23631184538498487
2023-01-27,0.23631184538498487
2023-01-30,0.23631184538498487
2023-01-31,0.23631184538498487
2023-02-01,0.23631184538498487
2023-02-02,0.21661087128864437
2023-02-03,0.22197844017137186
2023-02-06,0.23418689385132915
2023-02-07,0.21992292784717304
2023-02-08,0.22703475016995164
2023-02-09,0.22599847525002745
2023-02-10,0.23784555851284825
2023-02-13,0.23053945965522324
2023-02-14,0.22564067791827383
2023-02-15,0.22244565843488373
2023-02-16,0.23369673114117573
2023-02-17,0.24757223751222243
2023-02-21,0.2588749148304603
2023-02-22,0.2583377606479975
2023-02-23,0.2459828129185626
2023-02-24,0.2578262973000589
2023-02-27,0.2567043126342454
2023-02-28,0.25517555872809083
2023-03-01,0.26196995038171145
2023-03-02,0.2561020872465156
2023-03-03,0.24752987582658312
2023-03-06,0.2455664197963494
2023-03-07,0.2464162669603147
2023-03-08,0.24000725603665413
2023-03-09,0.24253228522308573
2023-03-10,0.25419225634556325
2023-03-13,0.24763647974027794
2023-03-14,0.23832086996296845
2023-03-15,0.23444227374600285
2023-03-16,0.22053380492242194
2023-03-17,0.21463759791933665
2023-03-20,0.22304826340160686
2023-03-21,0.22436739562676686
2023-03-22,0.22482636683418367
2023-03-23,0.21277361551466176
2023-03-24,0.21960105074095787
2023-03-27,0.23109463085950477
2023-03-28,0.23633777146027368
2023-03-29,0.2278857691114869
2023-03-30,0.223378081758048
2023-03-31,0.2199520986439399
2023-04-03,0.2273169225863597
2023-04-04,0.2320067728883398
2023-04-05,0.2459411400383865
2023-04-06,0.2459411400383865
2023-04-10,0.2459411400383865
2023-04-11,0.2459411400383865
2023-04-12,0.2459411400383865
2023-04-13,0.2459411400383865
2023-04-14,0.2459411400383865
2023-04-17,0.2459411400383865
2023-04-18,0.2459411400383865
2023-04-19,0.2459411400383865
2023-04-20,0.2459411400383865
2023-04-21,0.2459411400383865
2023-04-24,0.2459411400383865
2023-04-25,0.2459411400383865
2023-04-26,0.2656044883174377
2023-04-27,0.2682379781389516
2023-04-28,0.27189532709348363
2023-05-01,0.2729403726987367
2023-05-02,0.2695604150095203
2023-05-03,0.26736102991599275
2023-05-04,0.26862168991753843
2023-05-05,0.28122950721037143
2023-05-08,0.2807297478448134
2023-05-09,0.2748452753590478
2023-05-10,0.2825710826266954
2023-05-11,0.2777305746247944
2023-05-12,0.2755364976087076
2023-05-15,0.2812189008870103
2023-05-16,0.285629273048525
2023-05-17,0.285629273048525
2023-05-18,0.285629273048525
2023-05-19,0.285629273048525
2023-05-22,0.285629273048525
2023-05-23,0.285629273048525
2023-05-24,0.285629273048525
2023-05-25,0.285629273048525
2023-05-26,0.285629273048525
2023-05-30,0.283162156479017
2023-05-31,0.2914960351890725
2023-06-01,0.2925493889681125
2023-06-02,0.3012383852403
2023-06-05,0.3086657637664265
2023-06-06,0.3112791098971841
2023-06-07,0.3279998920486184
2023-06-08,0.323581836418854
2023-06-09,0.3225669931007275
2023-06-12,0.3091559076679635
2023-06-13,0.3095823029357349
2023-06-14,0.30362778639407734
2023-06-15,0.3031060107456233
2023-06-16,0.3125275145256703
2023-06-20,0.3171342521009603
2023-06-21,0.33216485597128753
2023-06-22,0.33216485597128753
2023-06-23,0.33216485597128753
2023-06-26,0.33216485597128753
2023-06-27,0.33216485597128753
2023-06-28,0.33216485597128753
2023-06-29,0.33216485597128753
2023-06-30,0.33216485597128753
2023-07-03,0.33216485597128753
2023-07-05,0.33216485597128753
2023-07-06,0.33216485597128753
2023-07-07,0.33216485597128753
2023-07-10,0.33216485597128753
2023-07-11,0.33216485597128753
2023-07-12,0.33216485597128753
2023-07-13,0.33216485597128753
2023-07-14,0.33216485597128753
2023-07-17,0.33216485597128753
2023-07-18,0.33216485597128753
2023-07-19,0.33216485597128753
2023-07-20,0.33216485597128753
2023-07-21,0.33216485597128753
2023-07-24,0.33216485597128753
2023-07-25,0.33216485597128753
2023-07-26,0.33216485597128753
2023-07-27,0.33216485597128753
2023-07-28,0.33216485597128753
2023-07-31,0.33216485597128753
2023-08-01,0.33216485597128753
2023-08-02,0.33216485597128753
2023-08-03,0.33216485597128753
2023-08-04,0.33216485597128753
2023-08-07,0.33216485597128753
2023-08-08,0.32599122501503003
2023-08-09,0.3170571208793571
2023-08-10,0.3188810950377651
2023-08-11,0.3129531399543363
2023-08-14,0.3260622198586278
2023-08-15,0.3263415662568707
2023-08-16,0.32336445392890933
2023-08-17,0.31899561031336754
2023-08-18,0.32214874830659274
2023-08-21,0.33637029090281784
2023-08-22,0.3399525873706781
2023-08-23,0.3504623954491205
2023-08-24,0.3361522861616152
2023-08-25,0.3412806830814274
2023-08-28,0.3445512533054706
2023-08-29,0.353896633340555
2023-08-30,0.3588779884898391
2023-08-31,0.3658429779242228
2023-09-01,0.3676574476431914
2023-09-05,0.3676574476431914
2023-09-06,0.3676574476431914
2023-09-07,0.3676574476431914
2023-09-08,0.3676574476431914
2023-09-11,0.3676574476431914
2023-09-12,0.3676574476431914
2023-09-13,0.3676574476431914
2023-09-14,0.3676574476431914
2023-09-15,0.3676574476431914
2023-09-18,0.3676574476431914
2023-09-19,0.3676574476431914
2023-09-20,0.3676574476431914
2023-09-21,0.3676574476431914
2023-09-22,0.3676574476431914
2023-09-25,0.3676574476431914
2023-09-26,0.3676574476431914
2023-09-27,0.3676574476431914
2023-09-28,0.3676574476431914
2023-09-29,0.3676574476431914
2023-10-02,0.3676574476431914
2023-10-03,0.3676574476431914
2023-10-04,0.3676574476431914
2023-10-05,0.3676574476431914
2023-10-06,0.3676574476431914
2023-10-09,0.3676574476431914
2023-10-10,0.3676574476431914
2023-10-11,0.3676574476431914
2023-10-12,0.3676574476431914
2023-10-13,0.3676574476431914
2023-10-16,0.3676574476431914
2023-10-17,0.3676574476431914
2023-10-18,0.3676574476431914
2023-10-19,0.3676574476431914
2023-10-20,0.3676574476431914
2023-10-23,0.3676574476431914
2023-10-24,0.3676574476431914
2023-10-25,0.3676574476431914
2023-10-26,0.3676574476431914
2023-10-27,0.3676574476431914
2023-10-30,0.3676574476431914
2023-10-31,0.3676574476431914
2023-11-01,0.3676574476431914
2023-11-02,0.3676574476431914
2023-11-03,0.3676574476431914
2023-11-06,0.3676574476431914
2023-11-07,0.3676574476431914
2023-11-08,0.3676574476431914
2023-11-09,0.3684933633706045
2023-11-10,0.3544285320900785
2023-11-13,0.36080816808607075
2023-11-14,0.35331894251517715
2023-11-15,0.35551714086476827
2023-11-16,0.35581978574133555
2023-11-17,0.35798769944452247
2023-11-20,0.3511226542745406
2023-11-21,0.3603605569041236
2023-11-22,0.3612603849463204
2023-11-24,0.3646551258373406
2023-11-27,0.364762482540196
2023-11-28,0.3647428711161313
2023-11-29,0.3611311319354299
2023-11-30,0.3663475655943231
2023-12-01,0.3667281951636045
